dateData;groupe;editeur;progiciel;nbPsFacturation
202108;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202109;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;738
202109;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202109;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202109;total;total;total;1878
202109;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;996
202109;__NO_GROUP__IDM;IDM;IDM SOFTWARE;136
202109;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;4
202109;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202110;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;778
202110;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202110;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202110;total;total;total;2190
202110;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1051
202110;__NO_GROUP__IDM;IDM;IDM SOFTWARE;353
202110;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;4
202110;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202111;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;840
202111;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
202111;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;WINOPTICS + WEB INTELLIO;1
202111;total;total;total;2471
202111;__NO_GROUP__COSIUM;COSIUM;COSIUM CENTER;1093
202111;__NO_GROUP__IDM;IDM;IDM SOFTWARE;531
202111;__NO_GROUP__SAFICARD;SAFICARD;INGENIUS;3
202111;__NO_GROUP__VERTICALOPTIC;VERTICALOPTIC;IVOIRNET;2
202112;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;Autres éditeurs/solutions non répertoriés;877
202112;GROUPE ORISHA;ORISHA HEALTHCARE FRANCE;MYEASYOPTIC + WEB INTELLIO;1
